ds,y,y_smooth
2018-08-28,5216.72,12582.67857142857
2018-08-29,2381.83,9436.962857142858
2018-08-30,705.04,6718.008571428572
2018-08-31,63.89,5091.312857142858
2018-09-01,0.0,3414.4900000000002
2018-09-02,0.0,2085.347142857143
2018-09-03,458.64,1260.8742857142856
2018-09-04,0.0,515.6285714285714
2018-09-05,0.0,175.36714285714285
2018-09-06,2443.2000000000003,423.6757142857144
2018-09-07,0.0,414.54857142857145
2018-09-08,0.0,414.54857142857145
2018-09-09,0.0,414.54857142857145
2018-09-10,51.17,356.3385714285714
2018-09-11,258.67,393.2914285714286
2018-09-12,84.58,405.3742857142857
2018-09-13,414.04,115.49428571428572
2018-09-14,0.0,115.49428571428572
2018-09-15,0.0,115.49428571428572
2018-09-16,0.0,115.49428571428572
2018-09-17,84.58,120.26714285714287
2018-09-18,0.0,83.31428571428572
2018-09-19,0.0,71.23142857142857
2018-09-20,191.46,39.434285714285714
2018-09-21,0.0,39.434285714285714
2018-09-22,0.0,39.434285714285714
2018-09-23,0.0,39.434285714285714
2018-09-24,0.0,27.351428571428578
2018-09-25,221.54,59.0
2018-09-26,94.63,72.51857142857143
2018-09-27,0.0,45.16714285714285
2018-09-28,0.0,45.16714285714285
2018-09-29,137.03,64.74285714285715
2018-09-30,0.0,64.74285714285715
2018-10-01,80.38,76.22571428571428
2018-10-02,0.0,44.57714285714286
2018-10-03,197.55,59.28000000000001
2018-10-04,0.0,59.28000000000001
2018-10-05,0.0,59.28000000000001
2018-10-06,0.0,39.704285714285724
2018-10-07,0.0,39.704285714285724
2018-10-08,0.0,28.22142857142857
2018-10-09,0.0,28.22142857142857
2018-10-10,0.0,0.0
2018-10-11,0.0,0.0
2018-10-12,0.0,0.0
2018-10-13,0.0,0.0
2018-10-14,0.0,0.0
2018-10-15,0.0,0.0
2018-10-16,222.03,31.71857142857143
2018-10-17,89.71,44.534285714285716
